Name,Description,Tags,URL,Funding,LaunchDate,MarketCap,XFollowers,Status,Investors,XHandle,Logo
Lazy Summer Protocol,"The Lazy Summer Protocol offers Automated Yield across DeFi's highest quality protocols on Ethereum, Base and Arbitrum. It uses AI Powered Keepers to continually monitor and rebalance the supported Vaults offering users the best available yields within strict risk parameters, set and managed by leading risk management firm BlockAnalitica.",Yield Aggregator,https://summer.fi/earn?referralCode=2001317,,,,,Live,,@summerfinance_,https://icons.llama.fi/lazy-summer-protocol.png
Resupply,"A decentralized stablecoin protocol, leveraging the liquidity and stability of lending markets",Lending,https://resupply.fi/,,,$2.2M,,Live,,@ResupplyFi,https://icons.llama.fi/resupply.jpg
Aera V2,"Autonomous onchain treasury management protocol for DAOs, built by the team at Gauntlet.",Onchain Capital Allocator,https://www.aera.finance,,,,,Live,,@aerafinance,https://icons.llama.fi/aera-v2.jpg
NodeDAO,Experience the ease of staking on Ethereum 2.0 through NodeDAO's liquid staking service.,Liquid Staking,https://www.nodedao.com,,,,,Live,,@Node_DAO,https://icons.llama.fi/nodedao.jpg
Concentrator,"Aladdin concentrator is a platform that boosts rewards for Curve & Convex stakers and liquidity providers alike, all in a simple and easy to use interface.",Yield,https://concentrator.aladdin.club/,,,"$121,430",,Live,,@0xconcentrator,https://icons.llama.fi/concentrator.jpg
Superform,"Superform is the onchain wealth app. Superform earns you the best returns on your crypto to grow your onchain wealth. Use SuperVaults to automatically optimize your earnings, or build your customized portfolio by directly depositing into over 800 earning opportunities",Yield Aggregator,https://app.superform.xyz/earn?ref=3TSV5oRxhsPiRq8F3aoi7,,,,,Live,,@superformxyz,https://icons.llama.fi/superform.svg
BigONE,"BigONE is a global cryptocurrency exchange that provides a platform for trading various cryptocurrencies. It was founded in 2017 and registered in the Seychelles. The group operates in Russia, Brazil, Vietnam, Seychelles, Singapore, Japan, and Indonesia, providing marketing, investment, and blockchain technology research & development.",CEX,https://big.one,,,,,Live,,@BigONEexchange,https://icons.llama.fi/bigone.jpg
vfat.io,"vfat.io is a yield aggregator, underpinned by Sickle, a smart contract wallet for yield farming. It reduces complex operations such as entering/exiting positions, compounding, or rebalancing into single transactions, while maintaining self-custody",Yield Aggregator,https://vfat.io/yield,,,,,Live,,@vfat_io,https://icons.llama.fi/vfat.png
Origami Finance,Origami is a first-in-class automated leverage protocol launching on Ethereum and 🐻,Leveraged Farming,https://origami.finance,,,,,Live,,@origami_fi,https://icons.llama.fi/origami-finance.jpg
Apex Omni,Engineered for high-performing precision trades in a decentralized ecosystem.,Derivatives,https://omni.apex.exchange/referral?referralCode=T0S8V482,,,,,Live,,@OfficialApeXdex,https://icons.llama.fi/apex-omni.jpg
Pionex,"Pionex is the best crypto trading bot currently available, 24/7 trading automatically in the cloud. Easy to use, powerful and extremely safe.",CEX,https://www.pionex.com/en,,,,,Live,,@pionex_com,https://icons.llama.fi/pionex.jpg
Swell Liquid Restaking,"rswETH is an ERC-20 Liquid Restaking Token that provides liquidity for users who are wanting to ""restake"" their ETH into restaking protocols such as EigenLayer without having their restaked ETH locked",Liquid Restaking,https://app.swellnetwork.io/restake,,,,,Live,,@swellnetworkio,https://icons.llama.fi/swell.png
SunX Bridge,"SunX is the first top-tier decentralized perpetual contract trading platform on the TRON blockchain, dedicated to providing users with an institutional-grade trading experience and ultimate asset security.",Bridge,https://www.sunx.io/,,,,,Live,,@SunX_DEX,https://icons.llama.fi/sunx-bridge.jpg
Aegis,"Aegis performs funding rate arbitrage through delta-neutral trades in spot and perpetual markets, effectively generating profits from funding fees. These fees, disbursed three times daily, align perpetual contract and spot prices, ultimately rewarding YUSD holders.",Basis Trading,https://app.aegis.im,,,,,Live,,@aegis_im,https://icons.llama.fi/aegis.jpg
Fusion by IPOR,"Fusion (by IPOR) is a meta DeFi aggregation, execution & intelligence engine that introduces a unified liquidity framework for on-chain asset management. Fusion combines various aggregation and routing protocols into a single smart contract layer, automating asset management and maximizing returns across yield sources. Imagine intelligence-driven execution for looping, carry trades, arbitrage, leveraged farming, and passive lending at your fingertips",Yield Aggregator,https://app.ipor.io/fusion,,,,,Live,,@ipor_io,https://icons.llama.fi/fusion-by-ipor.svg
Flipster,"Flipster has a wide selection of over 300 perpetual futures listings, including Bitcoin (BTC) and Ethereum (ETH), that can be traded with leverage of up to 100x.",CEX,https://flipster.io,,,,,Live,,@flipster_io,https://icons.llama.fi/flipster.jpg
Makina,Makina the most advanced DeFi Execution Engine empowering sophisticated Operators to execute onchain yield strategies which maximize risk-adjusted return.,Onchain Capital Allocator,https://app.makina.finance/,,,,,Live,,@makinafi,https://icons.llama.fi/makina-finance.jpg
Royco V1,The Incentivized Action Market (IAM) Protocol.,Yield,https://www.royco.org,,,,,Live,,@roycoprotocol,https://icons.llama.fi/royco-v1.jpg
Fraxlend,Fraxlend is a lending platform that allows anyone to create a market between a pair of ERC-20 tokens. Any token part of a Chainlink data feed can be lent to borrowers or used as collateral,Lending,https://frax.com/lend,,,,,Live,,@fraxfinance,https://icons.llama.fi/frax.jpg
GoPlus Locker V3,A multi-chain token and liquidity locker by GoPlus Security.,Token Locker,https://gopluslabs.io,,,,,Live,,@GoPlusSecurity,https://icons.llama.fi/goplus-locker-v3.jpg
Capyfi,"Capify is an algorithmic decentralized finance protocol built on the LAchain network that allows users to lend and borrow cryptocurrency assets. Suppliers provide liquidity to the market to earn interest, while borrowers are able to borrow liquidity in an over-collateralized fashion. Capyfi's protocol design and architecture references Compound v2, a proven and audited protocol",Lending,https://capyfi.com/,,,,,Live,,@CapyFi_Protocol,https://icons.llama.fi/capyfi.png
AlphaPing,We specialize in managing decentralized finance (DeFi) lending vaults and strategically deploying capital to maximize returns.,Risk Curators,https://alphaping.ch/,,,,,Live,,@0xAlphaping,https://icons.llama.fi/alphaping.jpg
MegaETH Bridge,Decentralized exchange on MegaETH.,Canonical Bridge,https://www.megaeth.com/,,,,,Live,,@megaeth,https://icons.llama.fi/megaeth-bridge.jpg
Nucleus,Nucleus is the default yield provider for networks. Nucleus stands to revolutionize the way users interact with networks by removing the opportunity costs of exploring new ecosystems via embedding yield for all users at the network layer.,Yield Aggregator,https://www.nucleusearn.io,,,,,Live,,@nucleusearn,https://icons.llama.fi/nucleus.jpg
Manta Pacific,Bridge between Ethereum and Manta Pacific Chain.,Canonical Bridge,https://pacific-bridge.manta.network,,,$33.1M,,Live,,@MantaNetwork,https://icons.llama.fi/manta-pacific.jpg
B.Protocol Curator,B.Protocol is a DeFi economic risk mitigation hub.,Risk Curators,https://dashboard.bprotocol.org,,,,,Live,,@bprotocoleth,https://icons.llama.fi/b.protocol-curator.jpg
Immutable zkEVM,"Immutable zkEVM is a chain for games that offers EVM compatibility, low cost, massive scale, and Ethereum security. Cutting-edge technology in gaming with a largest ecosystem in web3",Chain,https://www.immutable.com/,,,,,Live,,@Immutable,https://icons.llama.fi/immutable-zkevm.png
Avalon Superearn,Earn yield with real-time APY.,Yield,https://app.avalonfinance.xyz/earn,,,,,Live,,@avalonfinance_,https://icons.llama.fi/avalon-superearn.jpg
BitKan,"BitKan is a centralized exchange and brokerage aggregator offering spot and derivatives trading by routing liquidity across major CEXs, powered by its native KAN token",CEX,https://bitkan.com/,,,$3.3M,,Live,,@BitKanOfficial,https://icons.llama.fi/bitkan.jpg
OpenGDP Shared Security,The universal restaking layer powered by the entire cryptoeconomy.,Restaking,https://opengdp.network/,,,,,Live,,@OpenGDP,https://icons.llama.fi/opengdp-shared-security.jpg
UltraYield Vaults,Vault Curator & Infrastructure Provider,Onchain Capital Allocator,https://ultrayield.app/,,,,,Live,,@ultrayieldapp,https://icons.llama.fi/ultrayield-vaults.jpg
Wan Bridge,"Wanchain, the Wide Area Network chain, is the worlds premier decentralised blockchain interoperability solution.",Bridge,https://bridge.wanchain.org,,,,,Live,,@wanchain_org,https://icons.llama.fi/wan-bridge.png
Chain Fusion,"Chain Fusion allows the Internet Computer Protocol (ICP) to interconnect with multiple blockchains in a decentralized manner, eliminating the need for a single trusted intermediary such as a bridge. The ability of ICP smart contracts to utilise threshold signature schemes to sign and submit transactions directly to other chains enables Chain-key tokens. Each Chain-key token on ICP is backed 1:1 by the native asset and is redeemable at any time. The native wallets are managed by a smart contracts on ICP, there are no intermediaries or centralized bridges. Chain-key tokens begin with ck (e.g. ckBTC, ckETH, etc.). They transact quickly (1 second finality) and transaction fees are negligible.",Decentralized BTC,https://dashboard.internetcomputer.org/chain-fusion,,,,,Live,,@dfinity,https://icons.llama.fi/chain-fusion.jpg
Metronome Synth,"Metronome Synth is a leading synthetic protocol that enables users to post multi-collateral assets from their existing crypto holdings and create a multitude of synthetic assets in one complete platform. Synth will enable the creation of crypto synthetic assets, and the ability to swap synthetic assets with zero-slippage.",Synthetics,https://www.metronome.io/synth,,,,,Live,,@MetronomeDAO,https://icons.llama.fi/metronome-synth.jpg
RockSolid Network,RockSolid is a single-click integrated DeFi Vault platform that makes it simple for users to access the best DeFi rewards.,Yield,https://rocksolid.network/,,,,,Live,,@rocksolidhq,https://icons.llama.fi/rocksolid-network.jpg
Steer Protocol,"Steer is a decentralized compute protocol that provides a scaling solution for data processing through its robust off-chain infrastructure. Services are targeted at leveraging off-chain data for on-chain automation, such as automated liquidity management in DeFi.",Liquidity Manager,https://app.steer.finance?af=defillama,,,,,Live,,@steerprotocol,https://icons.llama.fi/steer-protocol.jpg
DxSale,"With currently 16 supported chains, Dx is the biggest IDO Launchpad in the crypto space. As a truly decentralized token management platform, we aim for a low-barrier approach to launching your project. Instead of a steep learning curve and cumbersome interfaces, our platform will provide all the necessary tools to create and launch your project with no prior coding skills required. Of course, you can also use our platform if you're just here to invest in a project you deem interesting. This will be the first decision you will face",Launchpad,https://dx.app,,,$1.2M,,Live,,@dxsale,https://icons.llama.fi/dxsale.png
YieldNest,"YieldNest is a next-generation liquid restaking protocol that provides simple-to-understand, risk-adjusted restaking strategies",Onchain Capital Allocator,https://yieldnest.finance/,,,,,Live,,@yieldnestFi,https://icons.llama.fi/yieldnest.png
Okcoin,Join the fastest growing global cryptocurrency exchange — with the lowest fees around.,CEX,https://www.okcoin.com,,,,,Live,,@Okcoin,https://icons.llama.fi/okcoin.jpg
Noon,"Noon is a yield optimization protocol that generates delta-neutral returns, maximizes governance token utility, and ensures fair, sustainable value distribution",Yield,https://app.noon.capital/get?referralCode=f6f6df83-3c3a-479f-950a-d6f24907b4fa,,,,,Live,,@noon_capital,https://icons.llama.fi/noon.png
Wrapped,Your favorite assets on every blockchain. wrapped.com is a cross-chain institutional bridge. Designed for high-performance and speed.,Bridge,https://wrapped.com,,,,,Live,,@WrappedFi,https://icons.llama.fi/wrapped.jpg
UNCX Network V3,Liquidity Locked Tokens Locked with V3.,Token Locker,,,,,,Live,,@UNCX_token,https://icons.llama.fi/uncx-network-v3.png
Bedrock uniETH,"uniETH represents the staked ETH in Bedrock plus all future staking rewards. uniETH is non-rebasing, i.e. does not grow in quantity over time but grows in value instead. In other words, 1 uniETH will be worth more than 1 ETH as time goes on, and its value will continue to increase as more time passes",Liquid Restaking,https://bedrock.rockx.com/unieth,,,,,Live,,@Bedrock_DeFi,https://icons.llama.fi/bedrock-unieth.jpg
StakeStone STONE,One-Stop Staking Protocol For Omnichain LST Liquidity.,Liquid Staking,https://stakestone.io/,,,,,Live,,@Stake_Stone,https://icons.llama.fi/stakestone-stone.jpg
Bifrost Liquid Staking,"Bifrost is a staking yield layer that establishes a standardized multi-chain liquid staking rewards infrastructure, delivering composable crypto-native yields and unified liquidity for stablecoins, RWAs, and DeFi across various blockchains. Its modular design allows developers to tap into multi-chain staking rewards with one integration, greatly lowering development costs and enhancing user simplicity.",Liquid Staking,https://app.bifrost.io/?channelId=17,,,$1.3M,,Live,,@Bifrost,https://icons.llama.fi/bifrost-liquid-staking.png
Ankr,"Liquid, secure, and easy to integrate staking infrastructure.",Liquid Staking,https://www.ankr.com/,,,$53.4M,,Live,,@ankr,https://icons.llama.fi/ankr.jpg
Meta Pool ETH,Meta Pool is a liquid staking protocol built on the NEAR and Ethereum blockchain.,Liquid Staking,https://metapool.app,,,,,Live,,@meta_pool,https://icons.llama.fi/meta-pool-eth.png
BitVenus,"BitVenus (BV for short) is a well-known digital asset trading platform in Europe, supporting hundreds of digital asset transactions. Officially established in London County, England in June 2018",CEX,https://www.bvox.com/,,,,,Live,,@BVOX_global,https://icons.llama.fi/bitvenus.jpg
Zoomex,"Zoomex is a global crypto platform focused on simplicity, speed, and ease of use. With millisecond execution and a clean, user-friendly interface.",CEX,https://www.zoomex.com,,,,,Live,,@ZoomexOfficial,https://icons.llama.fi/zoomex.jpg
Hakutora,"Hakutora focuses on uncovering on-chain opportunities and managing risk, providing top-tier asset management and risk control solutions.",Risk Curators,https://hakutora.xyz,,,,,Live,,@0xhakutora,https://icons.llama.fi/hakutora.jpg
Cronos zkEVM Bridge,The next generation zero-knowledge layer 2 chain,Canonical Bridge,https://zkevm.cronos.org/,,,,,Live,,@cronos_chain,https://icons.llama.fi/cronos-zkevm-bridge.jpg
Inverse Finance FiRM,FiRM is a Fixed Rate Market protocol to borrow the DOLA usd stablecoin at a fixed-rate with the DOLA Borrowing Right token DBR.,CDP,https://inverse.finance,,,$11.2M,,Live,,@InverseFinance,https://icons.llama.fi/inverse-finance-firm.jpg
Summer.fi Pro,"Borrow, Multiply and Earn on the assets you hold across multiple protocols. Take advantage of powerful automation strategies and simple UX.",CDP Manager,https://summer.fi/earn?referralCode=2001317,,,,,Live,,@summerfinance_,https://icons.llama.fi/summer.fi-pro.png
cBridge,"Celer cBridge is a multi-chain network that enables instant, low-cost and ANY-to-ANY value transfers within and across different blockchains, such as Ethereum and Polkadot, and different layer-2 scaling solutions on top, such as Optimistic Rollup, ZK Rollup and sidechains",Bridge,https://cbridge.celer.network/#/transfer,,,$14.9M,,Live,,@CelerNetwork,https://icons.llama.fi/cbridge.jpg
Aevo Perps,Trade crypto options on the world's first high-performance decentralized options exchange.,Derivatives,https://app.aevo.xyz/r/defillama,,,,,Live,,@aevoxyz,https://icons.llama.fi/aevo-perps.jpg
Felix USDhl,"USDhl is a fiat stable custom-built for the Hyperliquid ecosystem, serving as a building block for HIP-3, fx, payments, and more",Yield,https://www.usefelix.xyz?ref=4BF702FF,,,,,Live,,@usd_hl,https://icons.llama.fi/felix-usdhl.jpg
Hibt,"Formerly HotsCoin. Hibt is a digital asset trading service platform registered in Canada in 2021. With a team of 200+ seasoned professionals in the field of digital assets and a deep understanding of core financial technologies, HIBT offers trading and investment services to over 3 million users worldwide. The platform supports both spot and derivative trading services, dedicated to discovering the brightest crypto gems for investors.",CEX,https://hibt.com,,,,,Live,,@HIBTGlobal,https://icons.llama.fi/hibt.png
Anvil,Anvil is a DeFi protocol for onchain collateral management that allows users to issue fully secured credit.,Collateral Management,https://anvil.xyz/,,,$46.6M,,Live,,@anvil_xyz,https://icons.llama.fi/anvil.jpg
Templar Protocol,"Templar is the first Cypher Lending protocol that enables borrowing stablecoins against Bitcoin, or any asset on any chain, without trusting centralized intermediaries. No wrapping, no bridging, no KYC necessary",Lending,https://www.templarfi.org/,,,,,Live,,@TemplarProtocol,https://icons.llama.fi/templar-protocol.jpg
Proxy,"Proxy Finance (PRXY) offers a Bitcoin Yield Strategies utilizing DeFi 2.0 including (3,3) Staking, (1,1) Bonding and (2,2) Programs for other assets. The Proxy Finance network consists of BTCpx token which is a BTC Wrapper as well as the PRXY Governance Token. Staking value of Proxy includes PRXY locked in the PRXY staking contract as well as PRXY staked in the farmProxy contract to earn BTCpx rewards",Bridge,,,,,,Live,,@BTC_proxy,https://icons.llama.fi/proxy.png
D2 Finance,"Tokenized Derivatives Strategies, dynamically managing risk and reward efficiently. Offering a robust suite of institutional-grade managed strategies within innovative, non-custodial single-click vault architecture.",Onchain Capital Allocator,https://d2.finance/strategies,,,,,Live,,@D2_Finance,https://icons.llama.fi/d2-finance.jpg
Katana Pre-Launch,"Katana Pre-Launch lets users deposit eligible tokens into Yearn vaults to earn randomized reward NFTs called Krates, while securing a pro-rata share of 70M KAT, with deposits remaining user-owned and withdrawable after mainnet",Farm,https://app.katana.network/,,,,,Live,,@katana,https://icons.llama.fi/katana-pre-launch.jpg
Bitlo,"Bitlo is a Turkish centralized crypto exchange enabling buying/selling of 90+ assets, fiat‑crypto trading (TRY & USDT), and user‑friendly tools like baskets and social trading.",CEX,https://www.bitlo.com/,,,,,Live,,@bitlocom,https://icons.llama.fi/bitlo.jpg
SatLayer,"SatLayer unleashes the possibilities of BTC, the world's best economic collateral, to secure any type of dApp or protocol as an Bitcoin Validated Service (BVS), fundamentally upgrading security for all of crypto",Anchor BTC,https://satlayer.xyz/,,,"$571,976",,Live,,@satlayer,https://icons.llama.fi/satlayer.jpg
Mento V2,"Mento, an open source and permissionless protocol live on the Celo network. It facilitates the launch of stablecoins such as cUSD, cEUR, and cREAL",Algo-Stables,https://app.mento.org,,,,,Live,,@MentoLabs,https://icons.llama.fi/mento-v2.jpg
Allbridge Core,"Allbridge Core enables the transfer of value between blockchains by offering cross-chain swaps of native stablecoins. Being messaging protocol agnostic, Allbridge Core connects a variety of EVM and non-EVM networks.",Bridge,https://core.allbridge.io,,,,,Live,,@Allbridge_io,https://icons.llama.fi/allbridge-core.png
TruStake,The TruStake vaults provide access to institutional liquid staking on a variety of proof-of-stake networks.,Liquid Staking,https://app.trufin.io/,,,,,Live,,@TruFinProtocol,https://icons.llama.fi/trustake.jpg
Avant avETH,avETH is a stable-value token that can be staked to earn yield with savETH,Onchain Capital Allocator,https://app.avantprotocol.com/rewards?ref=defillama,,,,,Live,,@avantprotocol,https://icons.llama.fi/avant-aveth.jpg
TermFinance Vaults,Fixed-rate lending via on-chain auctions,Yield,https://www.term.finance,,,,,Live,,@term_labs,https://icons.llama.fi/termfinance-vaults.jpg
Orderly Bridge,"Orderly is an omnichain CLOB infrastructure.It’s the ultimate trading lego for seamless integration by any builder on any blockchain. Give your app the transparency and composability of DEXs, with the speed and performance of CEXs.",Bridge,https://orderly.network,,,,,Live,,@OrderlyNetwork,https://icons.llama.fi/orderly-bridge.jpg
YieldFi,YieldFi: The First Streamlined Asset Management Platform,Yield Aggregator,https://yield.fi/,,,,,Live,,@getyieldfi,https://icons.llama.fi/yieldfi.jpg
Morph Bridge,Bridge between Ethereum and Morph L2,Bridge,https://bridge.morphl2.io/,,,,,Live,,@Morphl2,https://icons.llama.fi/morph-bridge.jpg
PancakeSwap StableSwap,StableSwap on PancakeSwap is a feature to trade stable pairs with a lower slippage based on an invariant curve slippage function. It is designed to swap specific assets that are priced closely – such as USD stablecoin.,Dexs,https://pancakeswap.finance/swap,,,,,Live,,@PancakeSwap,https://icons.llama.fi/pancakeswap-stableswap.jpg
Orbit Bridge,"Orbit Bridge is an interchain communication protocol that allows communication between heterogeneous blockchains. Through this, users can utilize the various assets of various chains in all dApps through simple transactions on each chain.",Bridge,https://bridge.orbitchain.io,,,,,Live,,@Orbit_Chain,https://icons.llama.fi/orbit-bridge.png
HashKey Global,We are committed to providing users with a high quality and safe trading experience coupled with efficient customer service.,CEX,https://www.hashkey.com,,,,,Live,,@HashKeyExchange,https://icons.llama.fi/hashkey-global.jpg
Origin ARM,The Origin ARM vault allows users to deposit ETH and earn passive yield. The ARM earns yield by using ETH to buy stETH from the market at a discount and redeeming it 1:1 through Lido’s stETH redemption queue.,Yield,https://www.originprotocol.com/arm,,,,,Live,,@OriginProtocol,https://icons.llama.fi/origin-arm.jpg
MorpheusAI,"Morpheus is the decentralized infrastructure layer where anyone can build, deploy, and scale AI without gatekeepers. It combines yield-powered tokenomics, decentralized compute, and open-source code into a permissionless network — with the native token MOR aligning incentives through daily emissions to four contributor groups: Capital, Compute, Code, and Builders.",AI Agents,https://mor.org,,,$13.2M,,Live,,@MorpheusAIs,https://icons.llama.fi/morpheusai.jpg
Piku,"USP is a yield-optimized stablecoin governed by PikuDAO. It launches fully backed 1:1 by USD-denominated stablecoins, and over time the backing is diversified into a basket of on-chain and off-chain yield-generating assets. The yield from these assets increases the underlying value of USP, allowing it to appreciate above its initial $1.00 launch value. USP functions as a savings-oriented asset with simplified access.",Yield,https://piku.co/,,,,,Live,,@piku_dao,https://icons.llama.fi/piku.jpg
ICHI,"ICHI is a non-custodial liquidity management protocol that enables the use of sophisticated algorithmic strategies on Uniswap V3. It allows token holders, institutions, and projects to earn on-chain yield and help establish deeper on-chain token liquidity. ICHI's main product is ICHI Vaults which accept single-token deposits and then deploy these tokens into Uniswap V3 concentrated liquidity pools in order to earn trading fees for the depositor (yield). In addition to on-chain yield opportunities, ICHI Vaults allow projects to build deeper, on-chain liquidity and provide them with enticing treasury management strategies.",Liquidity Manager,https://www.ichi.org,,,,,Live,,@ichifoundation,https://icons.llama.fi/ichi.png
Injective Bridge,Access limitless DeFi markets with zero barriers.,Bridge,https://injective.com,,,,,Live,,@injective,https://icons.llama.fi/injective.png
Index Coop,Index Coop creates and maintains the world's best crypto index products.All index products are always fully collateralized.,Indexes,https://www.indexcoop.com/,,,$1.7M,,Live,,@indexcoop,https://icons.llama.fi/index-coop.png
Contango V2,"Contango lets you loop anything on-chain. You can create leverage (re)staking positions, arb rates differentials, farm points, or simply go long or short like a perp at low funding",Derivatives,https://contango.xyz,,,,,Live,,@Contango_xyz,https://icons.llama.fi/contango-v2.jpg
Synapse,"Synapse is a universal cross-chain liquidity network. Synapse connects blockchains by offering an extensible cross-chain communication protocol that supports assets, smart contract calls, and more",Cross Chain Bridge,https://synapseprotocol.com,,,$12.0M,,Live,,@SynapseProtocol,https://icons.llama.fi/synapse.png
Coinsquare,"The New Coinsquare is here. Securely buy, HODL, and trade Bitcoin, Ethereum, and more on Coinsquare, Canada's home for digital currency.",CEX,https://coinsquare.com,,,,,Live,,@Coinsquare,https://icons.llama.fi/coinsquare.jpg
Equilibria,"Equilibria Finance is a platform made for $PENDLE holders and liquidity providers, aiming to optimize profits through a tokenized version of vePENDLE, ePENDLE. It capitalizes on Pendle Finance's veToken/boosted yield model to enhance yields and reward PENDLE holders.",Yield,https://equilibria.fi/home,,,$4.6M,,Live,,@Equilibriafi,https://icons.llama.fi/equilibria.png
zkLink Nova,"The first aggregated Layer 3 zkEVM network that links Ethereum and its Layer 2 Rollups for any use case, with exceptional composability, interoperability, scalability, and security through zero-knowledge proofs.",Chain,https://zklink.io,,,,,Live,,@zkLink_Official,https://icons.llama.fi/zklink-nova.jpg
Gravity Bridge,Gravity Bridge is a decentralized Cosmos blockchain whose primary purpose is to secure the operation of bridges between blockchains.,Bridge,https://www.gravitybridge.net,,,$1.1M,,Live,,@gravity_bridge,https://icons.llama.fi/gravity-bridge.jpg
Frax Swap,Fraxswap is the first constant product automated market maker with an embedded time-weighted average market maker (TWAMM) for conducting large trades over long periods of time trustlessly. It is fully permissionless and the core AMM is based on Uniswap V2.,Dexs,https://frax.com/swap,,,,,Live,,@fraxfinance,https://icons.llama.fi/frax.jpg
Odyssey Finance,"Odyssey is a DeFi super-app that uses ERC-4337 smart accounts to let users run gasless, cross-chain strategies with tools like Loopr, Bundlr, and Yieldr, all in one interface",Yield Aggregator,https://app.odyssey.finance/en,,,,,Live,,@0xOdysseyApp,https://icons.llama.fi/odyssey-finance.jpg
Spectra MetaVaults,Curated vaults for optimized performance and automated rollovers.,Onchain Capital Allocator,https://app.spectra.finance/metavaults,,,,,Live,,@spectra_finance,https://icons.llama.fi/spectra-metavaults.jpg
Set Protocol,"A protocol for building portfolios as digital assets (ERC-20) that represent a fully collateralized digital asset (ERC-20) that represents a fully collateralized portfolio of other assets including Bitcoin (WBTC), Ethereum (WETH), and fiat-pegged coins (DAI).portfolio of other assets including Bitcoin (WBTC), Ethereum (WETH), and fiat-pegged coins (DAI).",Indexes,,,,,,Live,,@SetProtocol,https://icons.llama.fi/set-protocol.png
Harvest Finance,Harvest - grows your crypto with automated yield strategies,Yield Aggregator,https://harvest.finance/,,,$8.1M,,Live,,@harvest_finance,https://icons.llama.fi/harvest-finance.png
pNetwork,"pNetwork is a protocol that enables cross-chain operations, such as transferring assets from one blockchain to another. It is designed to provide interoperability between different blockchain networks, allowing users to take advantage of the unique features and capabilities of each network while still being able to access and use their assets on other networks.",Bridge,https://p.network,,,"$54,320",,Live,,@pNetworkDeFi,https://icons.llama.fi/pnetwork.jpg
Wasabi Perps,"Wasabi is a leverage trading protocol: Long, short, and earn on your favorite long tail assets such as memecoins and NFTs. Wasabi’s asset-backed perps keep the position value closely pegged to the underlying asset, reflecting the true price action on your PnL. It also generates additional downstream effects such as moving the spot price with leverage, listing pairs as soon as they launch, and generating low-risk yield opportunities through single sided staking",Derivatives,https://app.wasabi.xyz/p/LKHR9,,,,,Live,,@wasabi_protocol,https://icons.llama.fi/wasabi-perps.jpg
Penpie,Penpie is a next-generation product by @magpiexyz_io that's set to revolutionize @pendle_fi,Yield,https://www.pendle.magpiexyz.io/stake,,,$2.8M,,Live,,@Penpiexyz_io,https://icons.llama.fi/penpie.jpg
Api3,"Api3 is a risk curator and first-party oracle provider. It curates OEV-enabled lending markets that recapture liquidation incentives, redirecting this revenue back to dApps and DeFi users as additional yield.",Risk Curators,https://api3.org/,,,$44.4M,,Live,,@Api3DAO,https://icons.llama.fi/api3.png
Goose,The First Real Super Hybrid Yield Across All Blockchains,CeDeFi,,,,,,Live,,@GoldenGoose_app,https://icons.llama.fi/goose.jpg
cSigma Finance,"cSigma is a blockchain-based protocol that connects global borrowers and lenders by standardizing and streamlining the commercial lending process, empowering credit service providers and pool managers while offering crypto-uncorrelated yield opportunities to stablecoin holders transparently and efficiently.",RWA Lending,https://csigma.finance,,,,,Live,,@csigmafinance,https://icons.llama.fi/csigma-finance.jpg
Juicebox V1,"The programmable crypto fundraising protocol for builders and creators. Light enough for a group of friends, powerful enough for a global network of anons. Community-owned, on Ethereum",Launchpad,https://juicebox.money/,,,,,Live,,@juiceboxETH,https://icons.llama.fi/juicebox.png
Chainflip AMM,Chainflip is a cross-chain AMM enabling native asset swaps without wrapped tokens or specialised wallets.,Dexs,https://chainflip.io,,,,,Live,,@Chainflip,https://icons.llama.fi/chainflip-amm.jpg
Brotocol,"Brotocol aggregates liquidity across Bitcoin L2s, with an aim to bringing native-like DeFi experience to Bitcoin.",Bridge Aggregator,https://brotocol.xyz/,,,,,Live,,@Brotocol_xyz,https://icons.llama.fi/xlink.png
BounceBit Prime,Build structured positions in Franklin's Benji & BlackRock BUIDL. Holdings remain in custody while Prime deploys them as collateral and runs delta-neutral strategies for you across approved venues.,Basis Trading,https://prime.bouncebit.io/,,,,,Live,,@bounce_bit,https://icons.llama.fi/bouncebit-prime.jpg
BitMart,Your Trusted Digital Asset Exchange.,CEX,https://www.bitmart.com,,,$110.4M,,Live,,@BitMartExchange,https://icons.llama.fi/bitmart.jpg
Bitbond Lockers,Lock team and liquidity tokens in a few clicks - no coding required,Token Locker,https://tokentool.bitbond.com/,,,,,Live,,@Bitbond,https://icons.llama.fi/bitbond-lockers.jpg
FlokiFi Locker,"FlokiFi Locker is the industry's most innovative protocol for securing digital assets. Securely lock Liquidity Pool (LP) tokens, NFTs, fungible tokens, and ERC-1155 tokens in just a few clicks. FlokiFi Locker is audited by industry leader CertiK and backed by the strong Floki brand.",Token Locker,https://flokifi.com,,,$314.1M,,Live,,@FlokiFi,https://icons.llama.fi/flokifi-locker.jpg
ApeSwap AMM,"ApeSwap is a Decentralized Autonomous Organization (DAO) that offers a full suite of tools to explore and engage with decentralized finance opportunities. Using the products within our DeFi Hub, users and partners can tap into this new wave of financial innovation in a secure, transparent, and globally accessible way.",Dexs,https://www.ape.bond/,,,,,Live,,@ApeBond,https://icons.llama.fi/apeswap-amm.jpg
